Currency_Time,Career_Outcomes,Online,Prerequisite_2_grade,Distance,Blended,Prerequisite_2,Duration_Time,City,Int_Fees,Remarks,University,Country,Part_Time,Local_Fees,Level_Code,Course,Faculty,Description,Duration,Course_Lang,Availability,Currency,Prerequisite_3_grade,Face_to_Face,Prerequisite_3,Prerequisite_1_grade,Prerequisite_1,Offline,Website,Full_Time
year,Arup / Aurecon / BMD Group / CPB Contractors / GHD / John Holland / Lendlease / Melbourne Water / Traffix Group / Transurban / VicRoads / Worleyparsons.,no,6.0,no,no,IELTS,Years,Melbourne,"39,360",[],RMIT University,,yes,,HONS,Bachelor of Engineering (Civil and Infrastructure) (Honours),Engineering,"Civil and infrastructure engineers plan, design, construct, supervise, manage and maintain the essential infrastructure of our modern community.",4,English,A,AUD,,no,,80.30,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh077,yes
year,"design and manufacturing companies including Boeing Australia, Airbus, BAE Systems Australia, and Australian Aerospace / defence forces: Royal Australian Navy, Australian Army, and Royal Australian Air Force / Defence Science and Technology Group and Capability Acquisition and Sustainment Group / Australian and international airlines / airworthiness organisations: Civil Aviation Safety Authority, Department of Defence / general aviation",no,6.0,no,no,IELTS,Years,Melbourne,"39,360",[],RMIT University,,no,,HONS,Bachelor of Engineering (Aerospace Engineering) (Honours),Aviation,"Are you ready to take off in your new aerospace engineering career? You'll design aircraft, develop propulsion systems, research new materials, test new engines, develop spacecraft and plan maintenance courses.  ",4,English,A,AUD,,yes,,80.30,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh078,yes
year,"design and manufacturing companies including Boeing Australia, Airbus, BAE Systems Australia, and Australian Aerospace / defence forces: Royal Australian Navy, Australian Army, and Royal Australian Air Force / Defence Science and Technology Group and Capability Acquisition and Sustainment Group / Australian and international airlines / airworthiness organisations: Civil Aviation Safety Authority, Department of Defence / general aviation",no,6.0,no,no,IELTS,Years,Bundoora,"39,360",[],RMIT University,,no,,HONS,Bachelor of Engineering (Aerospace Engineering) (Honours),Aviation,"Are you ready to take off in your new aerospace engineering career? You'll design aircraft, develop propulsion systems, research new materials, test new engines, develop spacecraft and plan maintenance courses.  ",4,English,A,AUD,,yes,,80.30,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh078,yes
year,"the chemical, petroleum and petrochemical industries / the food industry / water / environmental management and pollution control / mineral and metallurgical industries / plastics/polymers / biomaterials and diagnostic agents / pharmaceuticals and vaccines / cosmetics / electricity and gas utilisation / research and development / project design and consulting",no,6.0,no,no,IELTS,Years,Melbourne,"39,360",[],RMIT University,,no,,HONS,Bachelor of Engineering (Chemical Engineering) (Honours),Engineering,"Studying chemical engineering at RMIT brings together engineering science with engineering practice and design. It provides you with a practical and vocational focus that is well recognised by industry. In this degree, you’ll cover the application of chemical, physics, and biological sciences and technology, for the design and improvement of industrial processes such as water purification, food production and processing, or developing products such as cosmetics or pharmaceuticals. You’ll learn how to make processing industries work more efficiently and minimise their environmental impact by using less energy and producing less waste. You’ll also develop the skills to design and develop ways in which raw materials, such as minerals and oil, are converted into useful products including composites, petrol, plastics and paper. You’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees. To ensure you graduate job-ready, you’ll also have an opportunity to undertake a work-integrated learning (industry experience) elective. RMIT University is ranked in the top 150 universities in the world for engineering (chemical). Studying the Bachelor of Engineering (Chemical Engineering) (Honours) at RMIT offers the following benefits:",4,English,A,AUD,,no,,80.50,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh079,yes
year,environmental consultancies / government departments and regulatory bodies / private businesses / contaminated land industries / mining / water treatmentenvironmental remediation,no,6.0,no,no,IELTS,Years,Melbourne,"39,360",[],RMIT University,,yes,,HONS,Bachelor of Engineering (Environmental Engineering) (Honours),Engineering,"Gain the skills and knowledge you'll need to enter the diverse and rewarding field of environmental engineering.  This course offers you the chance to specialise in fields of engineering critical to solving the world’s environmental challenges. Land contamination and rehabilitation, energy, hydrogeology, wastewater treatment, and sustainable cities are strong focus areas. As an environmental engineering student, you’ll learn engineering concepts and technical skills in order to: Elective subjects such as the China Environmental Challenges Study Tour or the Sustainable Cities for the Future France Study Tour will provide you with the opportunity to gain a global perspective of the world’s environmental challenges and the role engineers can play in solving them. You’ll graduate with the skills and knowledge to be able to conserve water resources, supply safe drinking water in challenging contexts, undertake rehabilitation of contaminated land and groundwater, design systems to sustainably manage wastes and reduce the environmental footprint in urban and rural communities and prepare environmental impact studies for major infrastructure projects. You’ll also have the opportunity to design creative solutions through inspiring and sustainable design and build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees. Studying environmental engineering at RMIT offers the following benefits:",4,English,A,AUD,,no,,80.55,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh080,yes
year,AusNet Services / Powercor Australia / United Energy / Vestas / Beca / Schneider Electric / ABB / Greensync / Metro Trains / Robert Bosch / Woodside Energy,no,6.0,no,no,IELTS,Years,Melbourne,,[],RMIT University,,no,,HONS,Bachelor of Engineering (Electrical Engineering) (Honours)/Bachelor of Business (Management),Engineering,"Combine your skills for designing solutions to electrical engineering problems with management skills. In this course, your creative engineering skills will be backed up with strategic skills for their implementation. These skills are becoming increasingly important to the energy, resource, manufacturing and design sectors. You’ll learn the fundamentals of electrical engineering as well as essentials of business management including marketing, economics, and logistics. Engineering solutions often involve project work, and the combined skills of this double degree will provide you with an edge in managing such projects. You’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees. To ensure you graduate job-ready, you’ll also have an opportunity to undertake a work-integrated learning (industry experience) elective.",5,English,D,AUD,,no,,83.20,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh081,yes
year,"design and manufacturing companies such as Boeing Australia, Airbus, BAE Systems Australia and Australian Aerospace / defence forces like the Royal Australian Navy, Australian Army and Royal Australian Air Force / Defence Science and Technology Group and the Capability Acquisition and Sustainment Group / Australian and international airlines / airworthiness organisations such as Civil Aviation Safety Authority, Defence Aviation Safety Authority and Department of Defence / general aviation",no,6.0,no,no,IELTS,Years,Melbourne,"43,296",['int_fee is: not applicable'],RMIT University,,no,,HONS,Bachelor of Engineering (Aerospace Engineering) (Honours)/Bachelor of Business (Management),Aviation,"The term 'aerospace' encompasses both atmospheric and space flight. The industry is complex and demanding, and requires talented, creative and motivated people. You'll learn to combine aerospace engineering with business skills to prepare for leadership roles. Many engineers quickly move into positions of management within organisations. This double degree will give you an advantage, allowing you to progress into positions of responsibility and influence. A business degree will prepare you to operate in a complex financial system - something often associated with large engineering projects. Aerospace engineering is concerned with the analysis, design and operation of sophisticated aerospace hardware and software systems. The management course is concerned with organisational planning, coordination and resource direction. Managers draw on technical skills ranging from accounting to organisational behaviour, and they are reliant on analysis and leadership skills. To succeed in this course, you'll need well-developed skills in mathematics and physical sciences, as well as good communication skills. You’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees. To ensure you graduate job-ready, you’ll also have an opportunity to undertake a work-integrated learning (industry experience) elective.",5,English,A,AUD,,yes,,83.15,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh082,yes
year,"design and manufacturing companies such as Boeing Australia, Airbus, BAE Systems Australia and Australian Aerospace / defence forces like the Royal Australian Navy, Australian Army and Royal Australian Air Force / Defence Science and Technology Group and the Capability Acquisition and Sustainment Group / Australian and international airlines / airworthiness organisations such as Civil Aviation Safety Authority, Defence Aviation Safety Authority and Department of Defence / general aviation",no,6.0,no,no,IELTS,Years,Bundoora,"43,296",['int_fee is: not applicable'],RMIT University,,no,,HONS,Bachelor of Engineering (Aerospace Engineering) (Honours)/Bachelor of Business (Management),Aviation,"The term 'aerospace' encompasses both atmospheric and space flight. The industry is complex and demanding, and requires talented, creative and motivated people. You'll learn to combine aerospace engineering with business skills to prepare for leadership roles. Many engineers quickly move into positions of management within organisations. This double degree will give you an advantage, allowing you to progress into positions of responsibility and influence. A business degree will prepare you to operate in a complex financial system - something often associated with large engineering projects. Aerospace engineering is concerned with the analysis, design and operation of sophisticated aerospace hardware and software systems. The management course is concerned with organisational planning, coordination and resource direction. Managers draw on technical skills ranging from accounting to organisational behaviour, and they are reliant on analysis and leadership skills. To succeed in this course, you'll need well-developed skills in mathematics and physical sciences, as well as good communication skills. You’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees. To ensure you graduate job-ready, you’ll also have an opportunity to undertake a work-integrated learning (industry experience) elective.",5,English,A,AUD,,yes,,83.15,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh082,yes
year,F1 teams / Porsche / Ford / General Motors / Toyota / Audi / BMW / Daimler-Chrysler / Bosch,no,6.0,no,no,IELTS,Years,Melbourne,"43,296",[],RMIT University,,no,,HONS,Bachelor of Engineering (Automotive Engineering) (Honours)/Bachelor of Business (Management),Engineering,"Get ready for a leadership role in the automotive and related industries. Combine your expertise in both engineering and management in this innovative course. Many engineers quickly move into positions of management within organisations. This double degree will give you an advantage, allowing you to advance into positions of responsibility and influence. A business degree will prepare you to operate in a complex financial system - something often associated with large engineering projects. In order have a successful career in automotive engineering and management, the relevant scientific knowledge and basic skills must be learned from this course. The automotive engineering component will ensure you're adept in core mechanical and automotive engineering. The business management component prepares you to manage contemporary organisations within complex and changing economic and social conditions. As part of this course you’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees. To ensure you graduate job ready, you’ll also have an opportunity to undertake a work-integrated learning (industry experience) elective.",5,English,A,AUD,,no,,83.30,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh084,yes
year,"chemical, petroleum and petrochemicals / the food industry / water / environmental management and pollution control / mining / plastics/polymers / biomaterials and diagnostic agents / pharmaceuticals and vaccines / cosmetics / electricity and gas / project design and consulting",no,6.0,no,no,IELTS,Years,Melbourne,"42,312",[],RMIT University,,yes,,HONS,Bachelor of Engineering (Chemical Engineering) (Honours)/Bachelor of Business (Management),Engineering,"Chemical engineering science, practice, and design are combined with core management principles to give you the ability to work at all levels of industry. Many engineers quickly move into positions of management within organisations. This double degree will give you an advantage, allowing you to advance into positions of responsibility and influence. A business degree will prepare you to operate in a complex financial system - something often associated with large engineering projects. The focus of this course is on industrial application, so fundamental engineering and management courses are linked to real situations. Your chemical engineering studies will cover the application of chemical, physics and biological sciences and technology for the improvement of industrial processes. You’ll learn how to make the processing industries work more efficiently and minimise their environmental impact by using less energy and producing less waste. Management studies will provide a thorough core of knowledge related to the roles and functions of business management. Managers deal with a range of complex issues, including wider economic and social factors. As part of this course you’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees. You’ll also have an opportunity to undertake a work-integrated learning (industry experience) elective.",5,English,A,AUD,,no,,83.70,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh085,yes
year,"chemical, petroleum and petrochemicals / the food industry / water / environmental management and pollution control / mining / plastics/polymers / biomaterials and diagnostic agents / pharmaceuticals and vaccines / cosmetics / electricity and gas / project design and consulting",no,6.0,no,no,IELTS,Years,Melbourne,"43,296",[],RMIT University,,no,,HONS,Bachelor of Engineering (Adv Manufacturing & Mechatronics)(Hons)/Bachelor of Business(Intern Bus),Engineering,"This course combines the latest in mechatronics technologies, systems engineering and additive manufacturing with international business studies and high-level financial and economic analysis. You'll learn to design, build and operate smart systems relevant to the aerospace, automative, food processing and electronics industries, and oversee the development of large-scale, global manufacturing facilities. With knowledge and skills in both engineering and business, you will be uniquely placed to succeed within the globalised engineering economy. You'll graduate ready to work in leading national and international companies. This course will prepare you for a wide range of career possibilities and you'll be able to work across a variety of positions within the engineering industry as a technical expert who has an appreciation of the financial side of technology innovation.  As an RMIT graduate, you'll demonstrate skills across engineering, mechatronics, design, finance and global businesses and be able to communicate your unique ideas to others, as well as continue to learn as a professional engineer. Your studies will include areas such as electronic system design, machine intelligence and robotics - combined with finance, the global economy and business management. You will be able to take a broader view of engineering systems, utilising your knowledge of markets and management.  You’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees. A feature of this course is the access you'll have to state-of-the-art facilities such as the Advanced Manufacturing Precinct which combines RMIT's expertise in technology and design innovation. To ensure you graduate job-ready, you’ll also have an opportunity to undertake a work-integrated learning (industry experience) elective. RMIT University is ranked in the top 150 universities in the world for engineering (mechanical, aeronautical and manufacturing) and is ranked in the top 100 universities in the world for business management studies. Get involved in high-tech manufacturing processes and the manufacturing of high-tech products and have the financial know-how to consider technological innovation and commercialisation.  Studying advanced manufacturing and mechatronics with business at RMIT offers you the following benefits: With the opportunity for industry placements undertaken locally or internationally, you'll be work-ready when you graduate. There are also opportunities to tackle research projects in partnership with industry, like the Engineers Without Borders Challenge Scholarship. Industry placements are also available to you within the financial sector. You'll have access to state-of-the-art facilities such as the Advanced Manufacturing Precinct which combines RMIT's expertise in technology and design innovation. Through hands-on learning and workplace experience, you'll have the opportunity to work in design and development teams, as is expected in many industries.",5,English,A,AUD,,no,,83.15,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh086,yes
year,government departments (including CSIRO and Melbourne Water) / medical research institutes (including WEHI) / biotechnology manufacturers (including CSL) / hospitals / universities / secondary teaching / private industry / forensics / food processing.,no,6.0,no,no,IELTS,Years,Melbourne,,[],RMIT University,,yes,,HONS,Bachelor of Engineering (Chemical Engineering) (Honours)/Bachelor of Science (Biotechnology),Engineering,"Chemical engineering brings together science, engineering practice and design, with biotechnology to make products on a large scale.  Biotechnology uses knowledge at the molecular level of living systems to devise strategies to solve important practical problems, such as controlling disease and making the environment safer. These integrated skills can be applied to environmental management, agriculture and natural resource management, as well as a range of biological-based products and processes. This double degree covers the application of chemical engineering and biotechnology methodologies and technologies for better environmental management, in order to:",5,English,D,AUD,,no,,83.85,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh087,yes
year,"Downer Group / AECOM  / Arup / VicRoads / BMD Constructions / BHP / Government organisations (such as EPA, CSIRO, local government offices).",no,6.0,no,no,IELTS,Years,Melbourne,"42,312",['int_fee is: not applicable'],RMIT University,,yes,,HONS,Bachelor of Engineering (Civil and Infrastructure) (Honours)/Bachelor of Business (Management),Engineering,"Civil and infrastructure engineers plan, design, construct, supervise, manage and maintain essential infrastructure in modern communities. Become a leader in civil and infrastructure engineering and business management. RMIT’s civil and infrastructure engineering degree is at the forefront of engineering education and meets Australian and global industry demands. Sub-disciplines include construction/project management, geotechnical, structural, transport and water resources. You’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge – a humanitarian-focused course offered in all RMIT engineering degrees. To ensure you graduate job-ready, you’ll also have an opportunity to undertake a work-integrated learning (industry experience) elective. The management degree focuses on the roles and functions of business management. Managers deal with a range of complex issues, including wider economic and social factors. Many engineers quickly move into positions of management within organisations. This double degree will give you an advantage, allowing you to advance into positions of responsibility and influence. A business degree will prepare you to operate in a complex financial system - something often associated with large engineering projects.",5,English,A,AUD,,no,,83.00,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh088,yes
year,"Downer Group / AECOM  / Arup / VicRoads / BMD Constructions / BHP / Government organisations (such as EPA, CSIRO, local government offices).",no,6.0,no,no,IELTS,Years,Melbourne,"43,296",[],RMIT University,,no,,HONS,Bachelor of Engineering (Mechanical Engineering) (Honours)/Bachelor of Business (Management),Engineering,"Enter the field of mechanical engineering with business. Be prepare for entrepreneurial and managerial roles in industry. Mechanical engineering involves the conversion and control of energy and motion in machinery and systems. Mechanical engineers design, analyse and improve products as diverse as refrigerators, washing machines, solar water heaters, pumps, engines, compressors, wind turbines and air-conditioning systems. They apply knowledge of materials, structures, energy and management to the solution of technical problems. Management involves the planning, organising, coordination and direction of the resources of organisations. Managers draw on technical skills as diverse as accounting and organisational behaviour and build on personal abilities including analysis and leadership. Many engineers quickly move into positions of management within organisations. This double degree will give you an advantage, allowing you to advance into positions of responsibility and influence. A business degree will prepare you to operate in complex organisational and economic systems, which are often associated with large engineering projects. As part of this degree you’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees.",5,English,A,AUD,,yes,,84.65,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh089,yes
year,"Downer Group / AECOM  / Arup / VicRoads / BMD Constructions / BHP / Government organisations (such as EPA, CSIRO, local government offices).",no,6.0,no,no,IELTS,Years,Bundoora,"43,296",[],RMIT University,,no,,HONS,Bachelor of Engineering (Mechanical Engineering) (Honours)/Bachelor of Business (Management),Engineering,"Enter the field of mechanical engineering with business. Be prepare for entrepreneurial and managerial roles in industry. Mechanical engineering involves the conversion and control of energy and motion in machinery and systems. Mechanical engineers design, analyse and improve products as diverse as refrigerators, washing machines, solar water heaters, pumps, engines, compressors, wind turbines and air-conditioning systems. They apply knowledge of materials, structures, energy and management to the solution of technical problems. Management involves the planning, organising, coordination and direction of the resources of organisations. Managers draw on technical skills as diverse as accounting and organisational behaviour and build on personal abilities including analysis and leadership. Many engineers quickly move into positions of management within organisations. This double degree will give you an advantage, allowing you to advance into positions of responsibility and influence. A business degree will prepare you to operate in complex organisational and economic systems, which are often associated with large engineering projects. As part of this degree you’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees.",5,English,A,AUD,,yes,,84.65,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh089,yes
year,"Downer Group / AECOM  / Arup / VicRoads / BMD Constructions / BHP / Government organisations (such as EPA, CSIRO, local government offices).",no,6.0,no,no,IELTS,Years,Melbourne,"43,296",[],RMIT University,,yes,,HONS,Bachelor of Engineering (Computer and Network Engineering) (Honours)/Bachelor of Computer Science,Engineering,"Become the complete computer and engineering professional. Gain expertise in both the hardware and structure of computer systems as well as the software that is used to control them. In this double degree, you'll acquire extensive knowledge of computer system architecture, software design and the necessary skills required for developing network-based computing applications. Additionally, the computer engineering aspects will develop your skills in the field of embedded computer systems or 'smart devices', as well as provide you with expertise in large scale network design and the implementation of digital communication networks that are vital for many big businesses. The double degree will also allow you to focus your skills on a range of topics, covering Internet of Things (loT) platforms, sensor networks, high-performance parallel processing, real-time embedded systems and signal processing. As an RMIT graduate, you will have your engineering knowledge, skills and capabilities complements and enhanced by excellent programming skills and capabilities in designing, implementing and maintaining complex networks and software systems. You’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees. To ensure you graduate job-ready, you’ll also have an opportunity to undertake a work-integrated learning (industry experience) elective.",5,English,A,AUD,,no,,83.35,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh091,yes
year,"Downer Group / AECOM  / Arup / VicRoads / BMD Constructions / BHP / Government organisations (such as EPA, CSIRO, local government offices).",no,6.0,no,no,IELTS,Years,Melbourne,"43,296",[],RMIT University,,yes,,HONS,Bachelor of Engineering(Sustainable Systems Engineering) (Honours)/Bachelor of Business(Management),Engineering,"Become an engineering in sustainable systems engineering and business management.  Most engineers move into management within five years of graduation. This double degree gives you the ideal preparation for this career transition. You’ll undertake core studies in sustainable systems engineering, which brings together the new technologies and innovative engineering approaches we need for sustainable global development. You can specialise in energy, or transport and logistics. This will be combined with business management studies, which involves the planning, organising, coordination and direction of the resources of organisations. Managers draw on technical skills as diverse as accounting and organisational behaviour, and build on personal abilities including analysis and leadership. As part of this degree you’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees.",5,English,A,AUD,,yes,,83.00,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh092,yes
year,"Downer Group / AECOM  / Arup / VicRoads / BMD Constructions / BHP / Government organisations (such as EPA, CSIRO, local government offices).",no,6.0,no,no,IELTS,Years,Bundoora,"43,296",[],RMIT University,,yes,,HONS,Bachelor of Engineering(Sustainable Systems Engineering) (Honours)/Bachelor of Business(Management),Engineering,"Become an engineering in sustainable systems engineering and business management.  Most engineers move into management within five years of graduation. This double degree gives you the ideal preparation for this career transition. You’ll undertake core studies in sustainable systems engineering, which brings together the new technologies and innovative engineering approaches we need for sustainable global development. You can specialise in energy, or transport and logistics. This will be combined with business management studies, which involves the planning, organising, coordination and direction of the resources of organisations. Managers draw on technical skills as diverse as accounting and organisational behaviour, and build on personal abilities including analysis and leadership. As part of this degree you’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees.",5,English,A,AUD,,yes,,83.00,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh092,yes
year,"Downer Group / AECOM  / Arup / VicRoads / BMD Constructions / BHP / Government organisations (such as EPA, CSIRO, local government offices).",no,6.0,no,no,IELTS,Years,Melbourne,"43,296",[],RMIT University,,yes,,HONS,Bachelor of Engineering (Mechanical Engineering) (Honours)/Bachelor of Industrial Design (Honours),Engineering,"Begin your career in mechanical engineering and industrial design. You'll gain both the technical and creative skills to design and develop advanced manufactured products. Industrial design links industry and economy with people, culture, society and environment, while mechanical engineering involves the conversion and control of energy and motion in machinery and systems. This combined degree allows the integration of these highly complementary disciplines. You’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees. To ensure you graduate job-ready, you’ll also have an opportunity to undertake a work-integrated learning (industry experience) elective.",5,English,A,AUD,,yes,,83.40,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh093,yes
year,"Downer Group / AECOM  / Arup / VicRoads / BMD Constructions / BHP / Government organisations (such as EPA, CSIRO, local government offices).",no,6.0,no,no,IELTS,Years,Bundoora,"43,296",[],RMIT University,,yes,,HONS,Bachelor of Engineering (Mechanical Engineering) (Honours)/Bachelor of Industrial Design (Honours),Engineering,"Begin your career in mechanical engineering and industrial design. You'll gain both the technical and creative skills to design and develop advanced manufactured products. Industrial design links industry and economy with people, culture, society and environment, while mechanical engineering involves the conversion and control of energy and motion in machinery and systems. This combined degree allows the integration of these highly complementary disciplines. You’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees. To ensure you graduate job-ready, you’ll also have an opportunity to undertake a work-integrated learning (industry experience) elective.",5,English,A,AUD,,yes,,83.40,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh093,yes
year,"broadband and mobile network operators, equipment manufacturers telecommunications service providers to design and maintain telecommunications infrastructure, services and networks / education research and development organisations to advance technologies",no,6.0,no,no,IELTS,Years,Melbourne,,[],RMIT University,,yes,,HONS,Bachelor of Engineering(Telecommunications Engineering)(Honours)/Bachelor of Computer Science,Engineering,"The next generation of telecommunications systems are become more and more software definable. Graduating with a broader knowledge of telecommunications engineering and computer science will make you a world class expert in this field. Telecommunications systems can employ a wide range of technologies, including broadband optical fibre communication systems, wireless communication systems (such as 4G/5G mobile and WiFi), the Internet, cable systems and satellite communications. Your studies in this area will develop knowledge and skills to design, build and manage systems that transfer, store and manage information via wireless, cable, optical fibre, and satellite communications. In your fourth and fifth years you’ll be able to specialise in either communication engineering or network engineering. In the computer science component of this double degree, you’ll gain extensive knowledge of computer systems infrastructure, software methods and technologies. You’ll also gain advanced knowledge and skills in developing network-based real-life computing applications. This course is taught by experts in their fields. Laboratory experiments are used to consolidate theories, and a strong focus on design and research ensures our graduates are highly skilled professionals. You’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees.",5,English,D,AUD,,no,,83.40,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh094,yes
year,"broadband and mobile network operators, equipment manufacturers telecommunications service providers to design and maintain telecommunications infrastructure, services and networks / education research and development organisations to advance technologies",no,6.0,no,no,IELTS,Years,Melbourne,"36,480","['ATAR IS: Not published', 'int_fee is: not applicable']",RMIT University,,no,,HONS,Bachelor of Environmental Science/Bachelor of Engineering (Environmental Engineering) (Honours),Engineering,"This degree combines the essential elements of environmental science with environmental engineering. You will learn to understand interactions in the environment and how to design solutions to environmental problems. As a double degree graduate, you will be uniquely placed to work in a variety of industries and roles, with a combined understanding of the science and the ability to design technical solutions. In your final year you will choose your minor study in environmental biology, environmental chemistry or groundwater engineering.",5,English,A,AUD,,no,,87.60,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh096,yes
year,"broadband and mobile network operators, equipment manufacturers telecommunications service providers to design and maintain telecommunications infrastructure, services and networks / education research and development organisations to advance technologies",no,6.0,no,no,IELTS,Years,Melbourne,,[],RMIT University,,no,,HONS,Bachelor of Science(Physics)/Bachelor of Engineering(Telecommunications Engineering)(Honours),Engineering,"Are you interested in the dynamic fields of telecommunications and physics? Learning the fundamentals of communication engineering and related theories by thoroughly understanding the associated phsyical sciences enables you to develop next generation high-speed communication systems, in particular using the principals of photonics Telecommunications systems can employ a wide range of technologies, including broadband optical fibre communication systems, wireless communication systems (such as 4G/5G mobile and WiFi), the Internet, cable systems and satellite communications. Your studies in this area will develop knowledge and skills to design, build and manage systems that transfer, store and manage information via wireless, cable, optical fibre, and satellite communications. In your fourth and fifth years, you’ll be able to specialise in either communication engineering or network engineering. In the physics component of this double degree, you’ll be trained in the fundamentals of natural phenomena and their applications (e.g. fields and waves, quantum mechanics, radiation physics, thermodynamics, nuclear physics, solid state physics, astrophysics and cosmology). Your studies in physics will both add to your knowledge of the forces that underpin the engineering environment, and allow you to go further in developing innovative new solutions. The degree is taught by experts in their fields. Experiments are extensively used to consolidate theories. A strong focus on research and design ensures graduates are highly competent professionals. You’ll have the opportunity to design creative solutions through inspiring and sustainable design-and-build projects, as well as taking part in the Engineers Without Borders Challenge - a humanitarian-focused course offered in all RMIT engineering degrees.",5,English,D,AUD,,no,,87.60,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh097,yes
